web-scraper-order,web-scraper-start-url,price,location,address,type,nobeds,nobath,sqft_price,size,pagination,pagination-href
"1647919685-1993","https://www.edgeprop.my/buy/johor/all-residential?page=808","RM 608,000EdgeProp Only","Bandar Dato Onn","Jalan Dato Onn, Johor Bahru, Johor","Landed","4 beds","4 bath","RM 422/sqft","1,440 sqft","",""
"1647920346-4275","https://www.edgeprop.my/buy/johor/all-residential?page=693","RM 1,080,000EdgeProp Only","Taman Impian Emas","Off Persiaran Impian Emas, Skudai, Johor","Landed","5 + 2 beds","4 bath","RM 337/sqft","3,200 sqft","",""
"1647922404-11346","https://www.edgeprop.my/buy/johor/all-residential?page=340","RM 820,000EdgeProp Only","R&F Princess Cove","Johor Bahru, Johor","Non Landed","4 beds","3 bath","RM 591/sqft","1,387 sqft","",""
"1647920196-3728","https://www.edgeprop.my/buy/johor/all-residential?page=721","RM 590,000","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","3 beds","3 bath","RM 453/sqft","1,300 sqft","",""
"1647920994-6583","https://www.edgeprop.my/buy/johor/all-residential?page=578","RM 580,000","Austin Duta","Jalan Austin Duta, Johor Bahru, Johor","Landed","3 beds","3 bath","RM -","- sqft","",""
"1647920292-4086","https://www.edgeprop.my/buy/johor/all-residential?page=703","RM 178,000EdgeProp Only","Taman Sri Jaya","Taman Sri Jaya 86000 Kluang Johor, Kluang, Johor","Landed","3 beds","2 bath","1 carpark","RM 95/sqft","",""
"1647923972-15930","https://www.edgeprop.my/buy/johor/all-residential?page=111","RM 850,000EdgeProp Only","Taman Iskandar","Off Jalan Johor Bahru EDL, Johor Bahru, Johor","Landed","6 beds","4 bath","RM 212/sqft","4,000 sqft","",""
"1647923066-13173","https://www.edgeprop.my/buy/johor/all-residential?page=249","RM 470,000EdgeProp Only","Taman Bukit Kempas","Jalan Bukit Kempas, Johor Bahru, Johor","Landed","3 beds","3 bath","2 carpark","RM -","",""
"1647922493-11652","https://www.edgeprop.my/buy/johor/all-residential?page=325","RM 480,000EdgeProp Only","Maya Heights-Solar Series @ Bandar Seri Alam","Jalan Tasek 64, Masai, Johor","Landed","4 beds","3 bath","2 carpark","RM 369/sqft","",""
"1647920967-6489","https://www.edgeprop.my/buy/johor/all-residential?page=583","RM 335,000","Taman Nesa","Off Jalan Gelang Patah, Skudai, Johor","Landed","3 beds","2 bath","RM 239/sqft","1,400 sqft","",""
"1647923192-13454","https://www.edgeprop.my/buy/johor/all-residential?page=235","RM 268,000EdgeProp Only","Taman Cahaya Masai","Pasir Gudang, Johor","Landed","4 beds","2 bath","RM 247/sqft","1,085 sqft","",""
"1647923791-15320","https://www.edgeprop.my/buy/johor/all-residential?page=141","RM 330,000EdgeProp Only","Taman Damai, Skudai","Jalan Medang, Batu Pahat, Johor","Landed","2 beds","1 bath","RM 183/sqft","1,800 sqft","",""
"1647920179-3663","https://www.edgeprop.my/buy/johor/all-residential?page=724","RM 1,160,000","Indah Heights@ Taman Skudai Indah 2","Skudai, Johor","Landed","6 beds","5 bath","RM 436/sqft","2,660 sqft","",""
"1647924243-16865","https://www.edgeprop.my/buy/johor/all-residential?page=64","RM 880,000EdgeProp Only","Bandar Dato Onn","Jalan Dato Onn, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647923977-15940","https://www.edgeprop.my/buy/johor/all-residential?page=110","RM 400,000EdgeProp Only","Tropez Residences @ Danga Bay","Jalan Danga Bay, Johor Bahru, Johor","Non Landed","1 beds","1 bath","1 carpark","RM 580/sqft","",""
"1647922322-11051","https://www.edgeprop.my/buy/johor/all-residential?page=355","RM 550,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","3 beds","3 bath","RM 392/sqft","1,400 sqft","",""
"1647924442-17642","https://www.edgeprop.my/buy/johor/all-residential?page=25","RM 628,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647922479-11598","https://www.edgeprop.my/buy/johor/all-residential?page=327","RM 350,000EdgeProp Only","Kondominium Datin Halimah","Jalan Datin Halimah, Johor Bahru, Johor","Non Landed","3 beds","2 bath","1 carpark","RM 332/sqft","",""
"1647923597-14674","https://www.edgeprop.my/buy/johor/all-residential?page=174","RM 899,000EdgeProp Only","Setia Tropika","Johor, Setia Tropika, Johor","Landed","4 + 1 beds","4 bath","RM 378/sqft","2,373 sqft","",""
"1647920008-3077","https://www.edgeprop.my/buy/johor/all-residential?page=753","RM 318,000","Taman Bukit Mewah","Tampoi, Johor","Non Landed","1 beds","1 bath","RM 600/sqft","530 sqft","",""
"1647923511-14402","https://www.edgeprop.my/buy/johor/all-residential?page=187","RM 460,000","Jalan Rumah Pangsa","Rumah Pangsa, Kulai 19, Kulai, Johor","Landed","- beds","- bath","RM 46/sqft","10,000 sqft","",""
"1647921536-8461","https://www.edgeprop.my/buy/johor/all-residential?page=484","RM 538,000","Taman Mount Austin","Johor Bahru, Johor","Landed","4 beds","3 bath","RM 384/sqft","1,400 sqft","",""
"1647919481-1322","https://www.edgeprop.my/buy/johor/all-residential?page=841","RM 1,200,000","Indah Heights@ Taman Skudai Indah 2","Skudai, Johor","Landed","6 beds","5 bath","RM 489/sqft","2,450 sqft","",""
"1647924296-17083","https://www.edgeprop.my/buy/johor/all-residential?page=53","RM 1,180,000EdgeProp Only","East Ledang","Iskandar Puteri (Nusajaya), Johor","Landed","5 beds","5 bath","RM -","- sqft","",""
"1647920460-4694","https://www.edgeprop.my/buy/johor/all-residential?page=672","RM 398,000","Taman Pasir Putih","Pasir Gudang, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647924003-16032","https://www.edgeprop.my/buy/johor/all-residential?page=106","RM 980,000EdgeProp Only","Eco Botanic","Jalan Eco Botanik off Jlan Kampung Lalang, Iskandar Puteri (Nusajaya), Johor","Landed","4 beds","5 bath","RM 437/sqft","2,240 sqft","",""
"1647924115-16382","https://www.edgeprop.my/buy/johor/all-residential?page=88","RM 485,000EdgeProp Only","JP Perdana (Jaya Putra Perdana)","Jalan Jaya Putra 3, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 414/sqft","1,170 sqft","",""
"1647922945-12771","https://www.edgeprop.my/buy/johor/all-residential?page=269","RM 428,000EdgeProp Only","Taman Scientex Utama","Johor, Senai, Johor","Landed","4 beds","3 bath","RM 396/sqft","1,080 sqft","",""
"1647921561-8535","https://www.edgeprop.my/buy/johor/all-residential?page=480","RM 300,000","Taman Bestari Indah","Jalan Bestari, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 389/sqft","770 sqft","",""
"1647919475-1300","https://www.edgeprop.my/buy/johor/all-residential?page=842","RM 458,000","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","3 beds","2 bath","RM 285/sqft","1,606 sqft","",""
"1647920954-6436","https://www.edgeprop.my/buy/johor/all-residential?page=585","RM 550,000","Taman Pulai Indah","Off Persiaran Pulai Indah, Kangkar Pulai, Johor","Landed","4 beds","3 bath","RM 178/sqft","3,080 sqft","",""
"1647922487-11628","https://www.edgeprop.my/buy/johor/all-residential?page=326","RM 355,000EdgeProp Only","Taman Sri Saujana","Kota Tinggi, Johor","Landed","3 beds","2 bath","2 carpark","RM -","",""
"1647921828-9391","https://www.edgeprop.my/buy/johor/all-residential?page=438","RM 2,400,000","Wadihana, Taman Century - Bungalow House","Johor Bahru, Johor","Landed","5 beds","4 bath","RM 369/sqft","6,500 sqft","",""
"1647921333-7811","https://www.edgeprop.my/buy/johor/all-residential?page=517","RM 680,000EdgeProp Only","Taman Iskandar","Off Jalan Johor Bahru EDL, Johor Bahru, Johor","Landed","3 beds","2 bath","2 carpark","RM 105/sqft","",""
"1647920162-3611","https://www.edgeprop.my/buy/johor/all-residential?page=727","RM 599,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","5 beds","4 bath","RM -","- sqft","",""
"1647923026-13045","https://www.edgeprop.my/buy/johor/all-residential?page=255","RM 418,000EdgeProp Only","Taman Bestari Indah","Jalan Bestari, Ulu Tiram, Johor","Landed","3 beds","2 bath","2 carpark","RM 271/sqft","",""
"1647922263-10823","https://www.edgeprop.my/buy/johor/all-residential?page=366","RM 458,000EdgeProp Only","Taman Johor","Off Jalan Skudai, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 297/sqft","1,540 sqft","",""
"1647921483-8278","https://www.edgeprop.my/buy/johor/all-residential?page=493","RM 518,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 442/sqft","1,170 sqft","",""
"1647921949-9719","https://www.edgeprop.my/buy/johor/all-residential?page=421","RM 430,000","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","5 beds","4 bath","2 carpark","RM 279/sqft","",""
"1647921783-9239","https://www.edgeprop.my/buy/johor/all-residential?page=445","RM 135,000","Titiwangsa Flat, Tampoi","Jalan Titiwangsa, Tampoi, Johor","Non Landed","3 beds","2 bath","RM 168/sqft","800 sqft","",""
"1647921942-9699","https://www.edgeprop.my/buy/johor/all-residential?page=422","RM 215,000","Vista Seri Alam, Bandar Baru Seri Alam","Persiaran Seri Alam, Bandar Baru Seri Alam, Masai, Johor","Non Landed","1 beds","1 bath","RM 252/sqft","850 sqft","",""
"1647921955-9750","https://www.edgeprop.my/buy/johor/all-residential?page=420","RM 138,000","Flat Taman Ungku Tun Aminah","Jalan Hulubalang, Johor Bahru, Johor","Non Landed","2 beds","1 bath","1 carpark","RM 276/sqft","",""
"1647921696-8983","https://www.edgeprop.my/buy/johor/all-residential?page=458","RM 550,000","Taman Nusa Bestari 2","Off Jalan Nusa Bestari, Skudai, Johor","Landed","3 beds","2 bath","RM 134/sqft","4,101 sqft","",""
"1647921898-9584","https://www.edgeprop.my/buy/johor/all-residential?page=428","RM 990,000","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","3 + 1 beds","3 bath","RM 441/sqft","2,240 sqft","",""
"1647920076-3274","https://www.edgeprop.my/buy/johor/all-residential?page=743","RM 438,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 284/sqft","1,540 sqft","",""
"1647921037-6725","https://www.edgeprop.my/buy/johor/all-residential?page=571","RM 638,000EdgeProp Only","Bandar Baru Permas Jaya","Jalan Permas, Permas Jaya/Senibong, Johor","Landed","4 + 1 beds","3 bath","RM 386/sqft","1,650 sqft","",""
"1647924129-16423","https://www.edgeprop.my/buy/johor/all-residential?page=86","RM 381,000EdgeProp Only","Taman Desaru Utama","Bandar Penawar, Kota Tinggi, Johor","Landed","3 beds","2 bath","RM 272/sqft","1,400 sqft","",""
"1647920374-4379","https://www.edgeprop.my/buy/johor/all-residential?page=688","RM 350,000","Seasons Luxury Apartments @ Amara Larkin","Jalan Tun Abdul Razak, Johor Bahru, Johor","Non Landed","2 beds","2 bath","RM 346/sqft","1,010 sqft","",""
"1647922928-12700","https://www.edgeprop.my/buy/johor/all-residential?page=272","RM 355,000EdgeProp Only","Taman Sri Skudai","Jalan Tembaga Merah, Skudai, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647923197-13461","https://www.edgeprop.my/buy/johor/all-residential?page=234","RM 569,000EdgeProp Only","Setia Eco Gardens","Iskander, Nusajaya, Gelang Patah, Johor","Landed","4 beds","3 bath","RM 406/sqft","1,400 sqft","",""
"1647922479-11596","https://www.edgeprop.my/buy/johor/all-residential?page=327","RM 190,000EdgeProp Only","Apartment Tanjung Puteri Resort","Jalan Tanjong Puteri, Pasir Gudang, Johor","Non Landed","3 beds","2 bath","RM 161/sqft","1,173 sqft","",""
"1647924312-17145","https://www.edgeprop.my/buy/johor/all-residential?page=50","RM 748,000EdgeProp Only","Taman Gaya","Jalan Gaya, Jalan Sasa, Ulu Tiram, Johor","Landed","6 beds","5 bath","RM 445/sqft","1,680 sqft","",""
"1647919524-1478","https://www.edgeprop.my/buy/johor/all-residential?page=833","RM 360,000","Taman Bestari Indah","Jalan Bestari, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 257/sqft","1,400 sqft","",""
"1647920913-6331","https://www.edgeprop.my/buy/johor/all-residential?page=591","RM 498,000","Jalan Laman Setia 5","Jalan Laman Setia 5, Gelang Patah, Johor","Landed","4 beds","3 bath","RM 355/sqft","1,400 sqft","",""
"1647921891-9561","https://www.edgeprop.my/buy/johor/all-residential?page=429","RM 750,000","Park View ,Bandar Seri Alam","jalan rimba, Johor Bahru, Johor","Landed","5 beds","5 bath","RM 234/sqft","3,200 sqft","",""
"1647920719-5656","https://www.edgeprop.my/buy/johor/all-residential?page=624","RM 460,000","Bandar Layangkasa","Pasir Gudang, Johor","Landed","4 beds","3 bath","RM 133/sqft","3,448 sqft","",""
"1647920389-4453","https://www.edgeprop.my/buy/johor/all-residential?page=685","RM 570,000","Austin Duta","Jalan Austin Duta, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 407/sqft","1,400 sqft","",""
"1647920428-4590","https://www.edgeprop.my/buy/johor/all-residential?page=678","RM 518,000","Taman Daya","Off Jalan Daya, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 336/sqft","1,540 sqft","",""
"1647922665-12067","https://www.edgeprop.my/buy/johor/all-residential?page=304","RM 728,000EdgeProp Only","Taman Molek","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647920633-5328","https://www.edgeprop.my/buy/johor/all-residential?page=641","RM 290,000","Residensi Masai (Parc Regency)","Jalan Masai Jaya, Off Jalan Masai Baru, Masai, Johor","Non Landed","2 beds","2 bath","RM 358/sqft","810 sqft","",""
"1647921891-9569","https://www.edgeprop.my/buy/johor/all-residential?page=429","RM 600,000","Setia Eco Gardens","Iskander, Nusajaya, Gelang Patah, Johor","Landed","4 beds","3 bath","RM 428/sqft","1,400 sqft","",""
"1647919137-67","https://www.edgeprop.my/buy/johor/all-residential?page=904","RM 680,000","Taman Perling","Jalan Camar, Jalan Undan, Jalan Pekaka, Johor Bahru, Johor","Landed","5 beds","4 bath","RM 386/sqft","1,760 sqft","",""
"1647921250-7517","https://www.edgeprop.my/buy/johor/all-residential?page=531","RM 688,000EdgeProp Only","Taman Sentosa","Jalan Sutera, Johor Bahru, Johor","Landed","5 beds","3 bath","RM 390/sqft","1,760 sqft","",""
"1647919341-820","https://www.edgeprop.my/buy/johor/all-residential?page=866","RM 280,000","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","3 beds","2 bath","RM 268/sqft","1,044 sqft","",""
"1647919308-699","https://www.edgeprop.my/buy/johor/all-residential?page=872","RM 500,000","Senibong Cove","Jalan Persiaran Senibong, Permas Jaya, Masai, Johor","Non Landed","2 beds","2 bath","1 carpark","RM 559/sqft","",""
"1647920082-3298","https://www.edgeprop.my/buy/johor/all-residential?page=742","RM 560,000EdgeProp Only","Jalan Seri Austin 6, Taman Seri Austin, Johor","Johor Bahru, Johor","Landed","5 beds","4 bath","RM 400/sqft","1,400 sqft","",""
"1647922956-12795","https://www.edgeprop.my/buy/johor/all-residential?page=267","RM 880,000","Jalan Sutera Pulai 2/1","Skudai, Johor","Landed","5 + 5 beds","- bath","RM 392/sqft","2,240 sqft","",""
"1647923603-14676","https://www.edgeprop.my/buy/johor/all-residential?page=173","RM 810,000EdgeProp Only","Taman Sutera Utama","Jalan Sutera Pulai 2/1, Skudai, Johor","Landed","4 beds","3 bath","RM 409/sqft","1,980 sqft","",""
"1647922145-10372","https://www.edgeprop.my/buy/johor/all-residential?page=389","RM 460,000","Taman Megah Ria","Jalan Jelatang, Masai, Johor","Landed","4 beds","3 bath","RM 298/sqft","1,540 sqft","",""
"1647919963-2949","https://www.edgeprop.my/buy/johor/all-residential?page=760","RM 230,000EdgeProp Only","D'Ambience Residences (Ikatan Flora), Bandar Baru Permas Jaya","Jalan Permas 2, Bandar Baru Permas Jaya, Permas Jaya/Senibong, Johor","Non Landed","1 beds","1 bath","RM 448/sqft","513 sqft","",""
"1647921410-8050","https://www.edgeprop.my/buy/johor/all-residential?page=505","RM 558,000EdgeProp Only","Taman Mutiara Rini","Off Jalan Gelang Patah, Skudai, Johor","Landed","4 beds","3 bath","2 carpark","RM 362/sqft","",""
"1647920913-6325","https://www.edgeprop.my/buy/johor/all-residential?page=591","RM 580,000","Taman Nusa Bestari 1","Jalan Bestari, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 376/sqft","1,540 sqft","",""
"1647919420-1112","https://www.edgeprop.my/buy/johor/all-residential?page=852","RM 638,000","Nusa Idaman","Jalan Idaman, Iskandar Puteri (Nusajaya), Johor","Landed","4 beds","3 bath","RM 414/sqft","1,540 sqft","",""
"1647919214-335","https://www.edgeprop.my/buy/johor/all-residential?page=890","RM 450,000","Jalan Permas 13","Jalan Permas 13/x, Permas Jaya/Senibong, Johor","Landed","4 beds","3 bath","2 carpark","RM -","",""
"1647924093-16329","https://www.edgeprop.my/buy/johor/all-residential?page=91","RM 218,000EdgeProp Only","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","2 beds","1 bath","RM -","- sqft","",""
"1647924526-17858","https://www.edgeprop.my/buy/johor/all-residential?page=14","RM 565,000MUST SEE","Setia Eco Gardens","Iskander, Nusajaya, Gelang Patah, Johor","Landed","4 + 1 beds","3 bath","RM 403/sqft","1,400 sqft","",""
"1647924221-16794","https://www.edgeprop.my/buy/johor/all-residential?page=68","RM 580,000EdgeProp Only","Taman Nusa Sentral","Jalan Sentral, Iskandar Puteri (Nusajaya), Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647923576-14587","https://www.edgeprop.my/buy/johor/all-residential?page=178","RM 1,150,000EdgeProp Only","Eco Botanic","Jalan Eco Botanik off Jlan Kampung Lalang, Iskandar Puteri (Nusajaya), Johor","Landed","4 + 1 beds","5 bath","RM 469/sqft","2,450 sqft","",""
"1647923544-14488","https://www.edgeprop.my/buy/johor/all-residential?page=183","RM 1,410,000EdgeProp Only","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","4 + 1 beds","5 bath","RM 503/sqft","2,800 sqft","",""
"1647919963-2938","https://www.edgeprop.my/buy/johor/all-residential?page=760","RM 265,000EdgeProp Only","Lake View Suites","Jalan Austin Perdana 1, Taman Austin Perdana, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 296/sqft","893 sqft","",""
"1647922151-10390","https://www.edgeprop.my/buy/johor/all-residential?page=388","RM 465,000","Johor jaya single storey, Endlot","Johor Bahru, Johor","Landed","3 beds","2 bath","RM 301/sqft","1,540 sqft","",""
"1647920141-3527","https://www.edgeprop.my/buy/johor/all-residential?page=731","RM 380,000","GP Residences","GP residences, Taman GP Prima, 81550 Gelang Patah, Johor, Gelang Patah, Johor","Non Landed","2 beds","2 bath","RM 475/sqft","800 sqft","",""
"1647922603-11898","https://www.edgeprop.my/buy/johor/all-residential?page=312","RM 289,000EdgeProp Only","Mewah View Luxurious Apartments","Jalan Mewah Ria 2/10, Taman Bukit Mewah, Johor Bahru, Johor","Non Landed","4 beds","4 bath","1 carpark","RM 192/sqft","",""
"1647920843-6079","https://www.edgeprop.my/buy/johor/all-residential?page=603","RM 738,000","Kempas Heights Cluster","Jalan kempas Indah 5, Johor Bahru, Johor","Landed","4 + 1 beds","5 bath","RM 288/sqft","2,560 sqft","",""
"1647920162-3606","https://www.edgeprop.my/buy/johor/all-residential?page=727","RM 578,000EdgeProp Only","Jalan Rusa 2","Jalan Rusa, Johor Bharu, Johor","Landed","3 beds","2 bath","2 carpark","RM 375/sqft","",""
"1647922848-12516","https://www.edgeprop.my/buy/johor/all-residential?page=281","RM 250,000EdgeProp Only","Taman Johor Jaya","Off Lebuhraya Pasir Gudang, Johor Bahru, Johor","Landed","2 beds","1 bath","1 carpark","RM 208/sqft","",""
"1647919924-2775","https://www.edgeprop.my/buy/johor/all-residential?page=768","RM 680,000","Country Garden @ Danga Bay","Lebuhraya Sultan Iskandar, Johor Bahru, Johor","Non Landed","2 beds","2 bath","RM 777/sqft","875 sqft","",""
"1647921073-6856","https://www.edgeprop.my/buy/johor/all-residential?page=564","RM 460,000EdgeProp Only","Taman Perling","Jalan Camar, Jalan Undan, Jalan Pekaka, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 298/sqft","1,540 sqft","",""
"1647922420-11395","https://www.edgeprop.my/buy/johor/all-residential?page=337","RM 385,000EdgeProp Only","Taman Titiwangsa","Kluang, Johor","Landed","5 beds","3 bath","2 carpark","RM 250/sqft","",""
